sentence_id,section,runes,english
0.10.0.19,0.10,ᚠᛁ ᚻᚩᚫᚠᚣᚷᚱᚪᛄ ᛏᛉᛇ ᛖᛠᛞ ᛏᚠᚢᛝ ᚫᛄᛖᛈᚳᛒᚦᚢᛝ ᛡᛒᚹᚱ ᛖᚾᛈᛇᚣᛇ ᛉᚱᚹ ᛒᛡᛞ ᛖᚱᚩᚻᚣᛠᛈᚦ ᛗᛁᚷᛚ ᚹᛉᚫ,
0.10.0.20,0.10,ᚠᛞᚾ ᛄᛟ ᚻᛚᛡ ᛗᛖᚷ ᛟᛁᛡ ᚻᛟᚱᛇᚹᚣᚠ ᛈ ᛄᚷᚦ ᚪᛒᛝ ᛈᛒᚪᛖ ᚢᚹᚻᚩᛒᛋᛉ ᚹᛞ,
0.10.0.21,0.10,ᚦᛇᚱᛖ ᛄᚾᛞᛝᚹᚪ ᚻᛖᚹ ᛟᛡᛄᛡᛟᛝᛄᛉᛚᛄ ᛞᛉᛟᛈ ᚱᚪᛁᛏᚷᛉᛝᛇ ᛠᛗᚩᛚ ᚦᚫᚹ ᚫᚢᛈᛡᚳ ᚹᛝᚻᚹᛒᛗᛋᛟᛖᛁᛡ ᛟᚹᚦᚻᛒ ᛡᚱᛏᚦᚠ ᚠᚩᚦ,
0.10.0.22,0.10,ᚻᚩᛗᛖᛉᚹᛞᛋᛚᚠᛞ ᛝᛒᛇᛡᛚᚪ ᚹᛞᚾᚫᛉᛏᚣᛗᚷ ᚦᚹᛉᛡᚦ ᚹᛒᛋᚱᛉᛡᛉᚪ ᚢᛒᚻᛠ ᚹᛝᚢᚻᛇᛝᛡᛠᛄ ᛋᛈᚦᛏ ᛟᛝᚩᛗᛒᚢᛞᛋ ᛒᛄ ᛠᚱᛟ ᛖᚾ ᚾᚹᚷᚢᛚᚪᚩᚣ ᚢᛏᚠᛄᛏ ᚪᚷᛒᛇ,
0.10.1.0,0.10,ᛞᛇ ᛉᚳᚠᛁᚪᚹᚻᚷ,
0.10.1.1,0.10,ᛇᛟ ᚠᛏᛖᛟᛠᚪᛡᛋᚷ ᚣᛠᚾᚦᚫᚱ ᚩᛡᛗ ᚹᛉᛗ ᚣᛞᛒᛏᚱ ᚢᛄᚻ ᚫᛟ ᛡᛝᚹᚻᛋᚠᛡ ᛚᚦᛏ ᛁᚹᛏ ᚩᚢᚾᚹᛗᛚ ᛋᚦᛠᚹᛄ ᚪᛄᚫᚷᚣᛗᚹᛞ ᛈᛡ ᛖᛄᚹ ᛖᚢ ᚻᚹ ᛝᛁ ᛋᚫᚷ ᛄᛚ,
0.11.0.0,0.11,ᛝᚦᛇ ᛁᚠᚳᛟᛇ,
0.11.0.1,0.11,ᛞᛒᚣᛡᚣᚢ ᚣᚾᚦᚱᛖᛗᛁ ᛇᛞᚱᚹ ᛉᛒᚻ ᚳᛄᛡᚪ ᚾᚹ ᚾᛗ ᚠᛇᛁ ᛇᚪ ᚩᛋᛒᛟ ᛏᛄ ᛈ ᛖᛈᛄᚩᚹᚢᛠᛝᚹ ᛗᚳᚩᛏᛏᚠᚢᛄ ᛞᛠᛉᚩ ᛉᚦᚷᛞ ᛒᚩᛏᛚᛇᛁᛒᛡᚪ ᛖᚠᛠᚢᛖ ᛈᛋᚹᛞᛞ ᛋᛡ ᚹᚦᛞᛋ ᛝᛄ ᛚᚷᚢᛡ ᚾᛉᚠ ᚱᚪᚣᛗᚠᚦᚻ ᚱᚪᚱ ᚫᚪᚷᛟᛞ ᛒᛗᛒ ᚾᚻ ᛇᛞ ᚻᛗᛚᛁ,
0.11.0.2,0.11,ᛠᚾᛁ ᚫᛖᚢ,
0.11.0.3,0.11,ᛏᚦᛇᛋᛈᚻ ᚻᛇᚳᛠᚫ ᛞᛚᛋᛝ ᛁᚹ ᚪᚳᚩᛏᛇᛝᚷ ᚳᚦᛋᛠᚠᚢᛝᛚᚻ ᚹᚩᛇᚪᛈᚷ ᛇᛗᛚᛄᛋᛏ ᛚᚳᛈ ᚾᛋᛝ ᚳᚪᚳ ᚾᛉ ᚾᚢᛉᚫᛗᛏᛞᛏᚫ ᛟᛗᛋᛉ ᛏᚣᛉ ᛇᛠᚷ ᚻᛒᚾᚷᛇᚢᛟ ᛄᚦᛉᚩ ᚾᚪ ᛞ ᚩᛈ ᛠᛚᛋᛏ ᛒᚷᛁᚢᛟᛖᛁ ᛄᚦᛖᚻᚹ ᛄᚫᛄᚾᚻᛉᚹ ᛒᚪᛋ ᚠᚱᚱᛁᛉᚢᚦᚻ ᚢᛗᚪ ᛞᛝᛠᚪ ᚫᛉᛖᚾᚹ ᛟ,
0.11.0.4,0.11,ᛝᛞᚾ ᛈᚫᚳᛡ ᛈᚠᛉᚩ ᛒᚷᛗᚫ ᛚᚻᛞᚣᛖᛉᛒ ᛄᚹᛇ ᛈᚩᛁᚦᚠ ᚷᚾᛈᛞᛝᛏᛖᚪ ᛄᛋᛠ ᛈᛝᚢ ᛒᚷᚳᛉ ᚪᚢᛈᛚ ᛄᚱᚷᚣᚪ,
0.11.0.5,0.11,ᚪᚠ ᛗᛝᚣᚳᛟ ᚹᚣᚷᛈ ᛗᛖᚩᚹᚢ ᛟᛞᛋᚱ ᚣᛞᛋᚳᛡᛉ ᚻᚦᚹᛚᛞᛠᚩᛞᛠᚢᛟᛖ,
0.11.0.6,0.11,ᛠᚹ ᛉᚻᛡᚹᛞ ᚪᛗ ᚠᚦᛈ ᛝᛏᚳᚪ ᛠᚣᚷ ᚳᚦᛖᚾᚢᛁᚫᛁᚢᛡ ᚹᛚᚳ ᚻᛈ ᛞᛄᚳ ᛗᛒ ᛗᚪᛄ ᚩᚪᛞᛁ ᚩᚱᛟᚠᛖᚣᛟᛁ,
0.11.0.7,0.11,ᛇᛟ ᛁᛈᚣᛚᚪᛡ ᚳᛏᛠᛋᛖᛒᛝ ᚫᛟᚫᛞᛖᛞᚣᛡ ᛠᚪᛖᚦᛚᚫ ᚳᛋᚪᚩᚷᚹᛚ,
0.11.0.8,0.11,ᛈᛖ'ᛏ ᛄᛉᛝᛚ ᛏᛉᚩᚣᛝᚠᚩᚣ ᛁᚻ ᛟᚫᚷᛄᛝᛡᚾᛗᚣᛟᛡ ᛝᚷᛖᛉ ᛟᛉᛈᛚᛋᛉᛠ ᛚᛡ ᚱᚪᛞ ᛠᚷ ᚱ ᚳᛇᚻ ᛗᚪᛟᚷ ᛞᚪᛋᛡᚻ ᛈᚷᛖᚳᛟᚱᛟᚢ ᛁᚫᛟᚦ ᛄᚱᛡ ᚱᛖᚦᚣᛏᛝᛡᚩᛒ ᛏᚦᚳ ᛉᚳ ᛋᚪᚫ ᛗᚠᛄᚱᛖ ᛡᛇᛁᛇᛟᛉᚳᚹᚪᛖ ᛋᚢᛉ ᛋᛟᛚ ᛄᚾ ᛈᛇᛒ ᚦᚦ ᛁᚫᛚᛋᛝᛄᛄᛡ ᛟᚻᛇᚢᛚ ᛁᚱ ᛡᚻᛚᛏᚹᛉᛇ ᚱᛏᛠ ᛁᚫᛚᛗ ᛁᚱᚷᛏᛠ ᛇᛟᚻᛟᚳᛋᛏᚾᚩ ᛁᚱᚷ ᚹ ᛞᚢᚣᛚᛁᛗᛒᚢ ᛚᚱ ᛏᛁᚢ ᚷᚳᚠᛇ ᛚᛇᚣᛏ ᛏᚫᚢ ᚫᛠᛇᚣᚾ ᚢᚹᛝᚻ ᚷᚣᚱ ᚩᛁ ᛚᚾᛉ ᚾᚩᛈ ᚠᛠᚫᚫᚩ ᛉᚾᛋᛟᚫᛚ ᚾᚫ ᚦᚢᛠᚣᚫ ᛈᛁᛇᚢᚱᛄ ᛈᛟᛄᚪᛝᛈᚦᛈᚪᛝ ᚣᛗᛟ ᛉᛒᚢᛏᛇᛗᛈᚫᚣ ᛉᚫᚣᚱᚫᚣᚠᚠᛗᛡ ᛉᛖ ᚱᚢᛏᚷᚢᚣᚱ ᛡᚢᚩᛇᛁ ᛄᚠᛈᛄᛞ ᛁᚦᚩᚻᛡᚷᚻ,
0.11.0.9,0.11,1 ᛚᚦᛇᛟ ᚪᚫᛠ ᛗᛉᚻᚳᛉᚪᛏᚦ ᚫᛉ ᚩᛋᚳᛞᛏ ᚣᚹᚾ ᛟᛏᛉ ᚹᛁᛟᛄᚠᛁᚩ ᛁᚱᛋ ᛉᚾᛗᚪᛡ ᚱᛈᛋᛞ ᛁᛟ ᚻᛖᛏᚢᚹ ᛠᛟᛞᛟᛄᛁᛝᛡ ᛄᚱᛞᛗᛒ ᚩᚳᚩ ᚦᛟᚱᚢᛚ ᚢᚦᛋᚢᛞᛚ ᚷᛁᚣᛝᚩᛟ ᛁᛖᚣ ᛖᚠ ᛇᛝᛒᛚᛁᚢᚣᚠᛟᚾᛟ ᛒᛟᚷᛄᚪᚾᛗᚫ ᚣᚦᚠ ᛁᛒᛝᛈᚾᛁᚱᚷ ᛄᛇᚫ ᚻᚪ ᚱᛉᛉ ᚩᛚᚾᚫ ᛞᚣᛒᚾᚪ,
0.11.0.10,0.11,2 ᚾᚣᛖᛉ ᚾᚢᛉᛁ ᛝᛏᛈᚹᛋᚣ ᛏᛠᛈᛉ ᚪᛁᛄᛋᚱᚪᛏᛋᛝᛏ ᚳᚷᚳᚻ ᛖᛟᚱᚪᛡᚻᚳ ᛝᛒᛖᚱᛠᚪ ᛚᛟᛖᛚᚪ ᚦᛋ ᚳᚹᚱᚹ ᚩᚻᚣ ᚢᛝᚩ ᛈᛚᛁᛏᚪ ᚠᛋᛝᛞ ᚳᚪᚱᛒ ᚹᛈ ᚾᚩᚦᚳᚦᚾᛗᚩᛖ ᚣᛇᚾ ᚠᛒ,
0.11.0.11,0.11,3 ᛞᚢᛈ ᚹᚾᛖᚪ ᚱᛚᛁᚹ ᚫᛉ ᛝᚠᛞᚪᚠ ᛒᛄᛉ ᛞᛄᛝᚣᛇᚪ ᚫᛄ ᛝᛈᚪ ᚢᛠ ᛇᛏᚱ ᛖ ᚫᛗ ᚫᛠᚻ ᛁᚫᛟ ᛠᚹᚳᛄᚦᚻ ᛡᚩᚢ ᚩᚦᚷᛡ ᚻᛋᚷᚪᛁᛟᛞᚪᛄ ᛁᚹᛡᛒ ᛗᛝᛡᛞᚠᛒᛋᛏ ᛒᚷᚠ ᚷᛟᚢᚳᚫᛏᛁᛖ ᚱᚷᛗᚣ ᚪᚷᚹ,
0.11.0.12,0.11,"4 ᛝᛄᛋᛄᛗᚱᛗ ᚾᛒᛋᛗᛉᛞᚻᛉᛁ ᚣᛡᚻᚣᛠᛉᚻ ᛞᛖ ᚹᛖᚦ ᚢᚳ ᛉᛗᚪᚣᛠ ᚹᚫᚪᚳ ᚢᚫᚳᛇᚳᚣ ᛡᚫᛏᛖᚳᚠ ᛋᚻ ᛋᚱᚢᚦ ᛁᛋᛝᛗᛞᚫᚢᛠᚢᚪ, ᚾᛝᚳ ᛖᛈᚹᛉ ᚢᛉᚫ ᚾᛈᚳᚻᚱᚣᚹᛚᛉᚱᛒ ᛗᚫᛟᚣᚩ ᚳᛇᛗ",
0.11.0.13,0.11,5 ᚻᚫᛉᚦᛒᛟ ᛏᛟᚹᛄ ᚫᛠᛗᚠᚫᚳᚷ ᛇ ᚻᚹᛗᚻᛝᚣ ᛁᚩᛁ ᛏᛁᛖᛡᛄ ᛗᚣᛚ ᚻᚱᚩᛞᛒᛡᛈᛠᛗ ᚳᛠ ᛖᛒᚢ ᚷᛁᚦ ᛟᚫ ᛡᚻᛝᛖᚾ ᚱᛠᛡᛋ ᚻᛏᛝᚻᚪᚷᚩᛝᚫ ᚹᛚᛏᚱ ᚷᛁᚾ ᛖᛠᛄᛡᛞᛋᚻ ᛝᚾᚳᛋᚾᛞᛇᚾᛋᛁᚳᛡ ᚱᛝᛚᚫᚣᛇᛚᚩ ᚳᛞᚾ ᛝᚷᛡ,
0.11.0.14,0.11,ᛝᛄ ᚻᛄᛚᛠᛟ ᛄᛏᚷ ᛚᛒᛝᚢᛏ ᚻᚳ,
0.11.0.15,0.11,ᚫᛞᛟᚫᛟᛗ ᛟᚫᚪᚻᚱᛗᚢ ᚣᚢᚣ ᛈᛗ ᚪᛄᚫᛟᛠᛚᚠᛖᛡᚢ ᛉᚻ ᚪᚩᛡᛒᛠᚢᚷ ᚻᛏᛠᚪᛞ ᛋᚹ ᚦ ᚾᛋᛁᚻᛒ ᛉᛠᛝ ᛒᚢᛚᛟᚢᚾ ᚢᚦᚩᛗᚪ ᚾᛞᚫᛇ ᚫᚣᚪᛋ ᚣᛝᛡᛗᚷᛇᚾᛈ ᛠᚳᚻᛝᛚ ᚠᚷᛡ ᛁᛡᚪᚠᛒᛈ ᚳᛋᚦᛠᚦᚫᚱ ᚷᛞᛚᛟ ᚷᚱᛁᛇ ᚣᚩᛟᚢᛝᚱᚷ ᛗᛏᚷᛒᛈᚷ ᛗᛏ ᛗᚣᚹᛒᛏᛒ ᚷᚣᛈᚷ,
0.11.0.16,0.11,ᚾᚦᛇᛒᚳ ᚷᛖᛇᛟᛚᛈ ᚹᚾ ᚻᚷᚱᛇᛏ ᛈᚷᛒ ᚹᛗᛋᚹᛟᚻ,
0.11.1.0,0.11,ᛡᚳᛋ,
0.11.1.1,0.11,ᛈᛞᛋᛡ ᚪᚹᛏᚳᚹᛟ ᛗᚹᛁᛒᛞ ᚷᛇᚢᛚ ᛉᛋᚫ ᛟᚻᛚᚦᛒ ᚣᚪᛚᛞᚦᚠ ᚻ ᛞᛝᚩᚢᛋᚪᚫ ᛖᚦᛁ ᛏᛄᛏ ᛝᚦᚾᚳᛉᛏᛝ ᚳᛈᛁ ᚾᛏ ᛒᚾᛡᚱᛒ ᚢᛈᛋᚦᛁᚳᛈᛋᛁᚹ ᚹᛚᚣᚾᚢ ᛒᛁᚪᛠ ᚹᛟᚳ ᛠᚢᚪ ᛚᚦᚹ ᚠᚾᛏᚳᛡᛁ ᛚᚩ ᚾᛗᛄᛠ ᚦᛟᛄ ᚪᚦᚹ ᛡᚾᛖᛠᛈ ᛒᛋᛄ,
0.12.0.0,0.12,ᚠᚾᛗ ᚣᚷᛞᚫᚻ ᚪᛈᛉᚣᚻ ᛇᛠᚩᛖ ᛏᛝᛠ ᛚᛁᛏᚦᚠ ᛗᚪᚳᛖ,
0.12.0.1,0.12,ᛞᚳ ᛏᚱᛟᚷᛠᚾᚫᛒᚢᛖᛒᚢ ᚦᚠᛟ ᚷᛋᛟ ᛁᛈ ᛟᛉᛋᛒ ᚹᛄᛒᚣᛗᚢᛠ ᚱᛁᚢᛟᛄᛁ ᛗᛖᚫ ᚱᛋᛉᛝ,
0.12.0.2,0.12,"""ᛠᛈᛚ ᛞᚩᛚᛁᛉᛠᛝᛖᚱ"" ᚾᛈᛖᚹᛡ ᚾᛄᛏᚣ",
0.12.0.3,0.12,ᛋᚩᛋᛏᛝ ᚢᚾᛇᚪ ᛖᛏᚪᛄᚳᚣ ᛟᛒ ᛚᛋ ᛒᛞᛄ ᛁᛝᚣᛖᚳ ᛄᚻᛚᚣ ᚷᚫᛚᛞ ᛚᚫᛚᚦᛉ ᛚ ᛖᛉᚩᛉᛁᚳᚢᛗᚾᚢ ᚩᚾᛇ ᚻᛡᛚᛇᚩᚫᚪ ᚩᛟᚩ ᚣᚱ ᛖᚠᚢ,
0.12.0.4,0.12,"ᛁᚻ ᛟᛚᚾᛏ ""ᚠᛞᚱᛠᚷ ᛈᚩᛇᚩᛗᛠᛒ ᛄᛡ ᛋᛗᚠ ᛏᚠᚫᚩ ᛟᚳᛚᛞᛡᛚ ᚩᚳᛝᚢ ᛈᚹᛏ ᚷᚳᛋ ᚢᛟᚷᚦ ᚠᛉᚠᛏ ᚳᛋᛉᛟ ᚷᚠᛉᚾᛞ ᛒᛏᛠᛡ""",
0.12.0.5,0.12,ᛈᛡᛠᛁᚪ ᛋᚣᛗᛞᚣᛋ ᛒᛞᛄᛞ,
0.12.0.6,0.12,ᚩᚾᛏᛚ ᚳᚪᛝ ᚱᚷᚻᚷ ᛄᚹᚠ ᚪᚢᛇ ᛞᛏᛗᛄᛁ ᛝᚫ ᛉᛈᚳᛈᛠ ᛟᚪᛒᛁᛁᛋ ᛇᚷᚻᛋ ᛇᛡᛒ ᚠᚹᛝ ᚫᚪᚠᚩᚣᛡᚪᚾᚻ ᛒᚦᛟᛇᚣᛟᛁᛒ ᛟ ᚩᛋᚹ ᛞᚳᚠᚪᛁ,
0.12.0.7,0.12,ᛉᛏᛟᚢᚩᛟᚦᛈᛋᚩ ᚻᛇᚦᛝ ᛏᛠᚠᛝᛠ ᚩᛗ ᛏᚠᚣᛚᚣ ᚹᛚᛞ ᚪᛉᛠ ᚪᛄ ᚩᛋᛒᛚ ᚳᛖᚾᚪᚩᚱᛏᚦ ᚱᛒᚳᚣ ᛠᛗᚹᛚ ᚻᛈ ᛇᛈᛖ ᛚᛄᚩᛡᚪ ᛖᛋᚫᚩ ᛠᛉᛝᚣ ᛖᚫᛒᛗ ᛖᚻᚱ ᛈᚾᛗ ᚹᛏᛟᚣᚢ ᚠᛉᛈᛗᚩᚷᚾ ᛡᛇᚳᚠᛒᛈᛗ ᛋᛇᛁ ᛖᛈᚢᚱᛏᚳᚣ ᛄᛚᚠ,
0.12.0.8,0.12,ᚱᛚᚱᚫᛖᚻᛟ ᛇᚣᛡ ᚩᛉ ᚪᛋᚣᛁᛝ ᛉᛚᛄ'ᚳ ᛖᚣᚢᛝᚦᛇᚱ ᛠᛁᚫ ᚦᚠᛟᚷᛠᛁ ᛈᛋᛒ ᛗᛒᛄᚠᚾᚳᛖ ᚻᚫᚩᛄ ᛉᛄᛚᛈᚪᛁ ᛟᚹᚱᛁᚱᚦᛖᛉ ᚪᚾ ᛞᛄᚷ ᛟᛟᚳᛏᛄᛞ ᛉᚾᛗᚦ ᛁᛄᚱ ᛈᛉᚢᚫᚦᛒᚠᛄᚦ ᚠᚪᛝᛖ ᚹᚹᚣᛚᛇ ᚢᚣ ᚾᚱᚪ ᛈᚾᚹ ᛚᚾᛏᛚᚢᛒᚱᛝᚪᛋ ᚫᛈ ᛄᛚᚢᚳᚷ ᛚᛏᛄᚹᛈ ᚫᛗᛚ ᛉᛚᛗᛏᛞᚠᛈᛁ,
0.12.0.9,0.12,"""ᚠᚳᚦᛗᛄᚹᚱᚪᛚ ᚩᛝᚱᚢᛈᚱᛟᛡ ᚳᛉᚱ ᛇᛏᚦᚾ ᚱᛇᚫᛞᛟᚻ ᛒᚾᚣ ᚠᛡᚪᛡᛖᚫᛞᛄᚢᛖ ᚦᚱ ᚩᛇᚱᛡ ᚣᛁᛉᛇᚻᚩᛠ ᚫᚻᛡᛝᛠᚦ ᚾᚣ ᚾᚠᛁᛝ""",
0.12.0.10,0.12,"""ᛏᚻᚹᚫ ᛒᛇ ᛡᚻᛉᛒ ᛞᛝᚱᛄᚦᚻ ᚪᚷᚣᛁᚠᚷ ᛁᛏᛞᛠᛒᚠᚩᛈ ᛇᛡᛟᚹᚱᚾᚩᛏ ᛋᚹᚢ",
0.12.0.11,0.12,"ᛖᛡᛖᛡᚦ ᛉᚪᚷᛈᚾ ᛋᚱᚠᛞᛝᚻᛖᛄᛞ ᛄᛡ ᚱᚹ ᚷᛝᚪᛒ ᛄᛈᛄ ᛏᚠᛉ ᚪᛄ ᛁᚠᛉᚢᚩᚣᚻᚦ ᚻᚾᛁᛒ ᛡᛟᛡᛋᛈᚣᛉ ᛠᚢᛠᛚ ᚠᛝᛗᚻ ᚦᛒᚩ ᛗᛚ ᚩᛠᛋᚦᛠ ᛇᛋᛉ ᚠᛗᛒ ᚫᛋᛇᚾᛡᚾ ᚢᚫᚹ ᛞᛠᚢᚾᛝᚠᚾᛖᚫᚻᛄ ᛁᛖᛏᛡ ᚷᛁᚩᚾ ᚳᚢᚫᛗᛈᛋᚪᛡ ᚷᛚᚣᚹᛟ"" ᚠᚢ ᛉᚠᚫᛞᚠᛡᛄᚾ",
0.12.0.12,0.12,ᚻᛋᚦᚠ ᛏᚠᛄᚱᚹᚠᛋᚾᚹᛄᛖᛒᚢᚦ ᚩᛇᚫᛈ ᛡᛟ,
0.12.0.13,0.12,ᚢᛁᚩᛄᚩᛇᛟᛄᛞᚩ ᛈᚹᛞᚷᚱ ᚠᛟ ᛇᚷ ᛄᛟᛇᚫᛋᚫᚣ ᛒᛏᛞᛟ ᛠᚻᛡᚱᛠᛠᛉᛋ ᚠᚾᚣᚱᚠ,
0.12.0.14,0.12,ᚪᚾᛡᚪᛖᚫ ᚳᛇᛁᛝ ᛒᛡᛞᛠᚫᛒᛠᚳᛉᚠ ᚫᛏᛁᚱᚪᛗᚩ ᛚᛉᛋᚪ ᛒᚩᛈᚫᚩᛝᚻᛇᛖᛇᚫ ᚻᛖᛇᛠ ᚱᛗᛞ ᚫᛇᛗ,
0.12.0.15,0.12,ᚾᚾᚣᛡ ᚱᚾᛗᛠ ᛄᛉᛋᛄ ᛟᛖᛒ ᛏᚻᚾ ᚠᚪᚠ ᛒᚾ ᚩᚾ ᛖᛋᛏᛒᚹᛡ,
0.12.0.16,0.12,ᚻᛏ ᚩᛟᚩ ᛒᚾᛖᚳᛁᚹᚣᛟ ᛟᚩᛒ ᛋᛖᚩ ᚫᚻᛟᚠᚫᚷᚩᛄ ᛟᛒᚻ ᚳᛖᛁᛚᚫᚣᛚ ᚢᛚᛁ ᚾᛟᛏ ᚫᛈᛟᛈᛝᛗ ᚳᚢᛁ ᚣᛋᚳᚢᛡᛇᚩ ᚠᛖ ᚷᛟ ᚻᚫ ᛝᚠ ᛗᚠᛝᛉᛞᛁ ᛗᛝᚣᚪᛝᚠᛉᛁᛟᚷᛚ ᛇᚩ ᚫᛡᛏ ᛄᛏᛠᚢ ᚷᚦᚣ ᚦᚾᛟᚣᚩᛖᚻ ᛁᛋᛖᚣᚦᚪᛡᛝᛟᛇᛚ ᛡᛏᛝ ᛁᛚ ᚠᛉᛡᛠᛏ ᚠᚾᛄᚠᚻᚳ ᚻᛞᛠᚣᛟᛝ ᛉᛇᚻᚩᛋᚻ,
0.12.0.17,0.12,ᛇᛏᚠ ᛚᚱᛇᚦᚪᛁᛁ ᛒᚠᛁᛚ ᛄᛡᛒᚣᛗᚫᚫ ᛞᚻᛟ ᚪᚹᛉᛚᛏᛁᚪ ᛟᛞᛖᚾᛈᚻᚣ ᚦᛚᛖᛋᛖᛟᚫᛖ ᛏᚱᚪ ᛁᚫᚹᚫ ᛋᛈᚱ ᛄᛡᚪᛏ ᚫᚦ ᚠᛠᚢᛈᚣᚫᛝ ᚣᚾᚻᛡ ᚳᛗᚠᚾ ᛞᛄ ᛖᚩ ᛒᚷᚻᚪ ᛖᛞᛟᚠᛇᛞᛟ ᛈᚳᛁᚪᛒᚷᛒᛈᛟ ᛟᛄᚠᚪᛖ ᛄᚣᚩᛄ ᚣ ᚫᛋ ᚦᛁᚫᛄᚫᛏ ᛖᛇᚻᛟ ᚣᚠᚹᛞᚷ,
0.12.0.18,0.12,ᛡᚱᛒᚢ ᛒᛚᚢ ᚷᛈᛄᚪ ᛏᛡ ᚳᛄᚠᛡᛝᛚᚣᛒ ᛗᚻ ᚱᛚᛟᛠᛋᚦᛝ ᛏᚳᛟᛉᛁ ᛄᚱᚳᛖᛏᛄᚷ ᛡᛈᛏᛉᚩᛁᛄᛟ ᚷᚩᚪᚢ ᚣᛖᚪᛋᛟᛇᚢᚪᛡ ᛗᚱᛚᚳᚠ ᛒᛗᛝ ᚻᛉ ᛠᛄᚫ ᛉᚪᚷᚻᚣᛏᛖᛝ ᛉᛉᛗᚾᚫᛋ ᚱᛗᛞᛋᚳ ᚦᛚᛟ ᛝᛇᚢ ᚻᚩ ᛏ,
0.12.0.19,0.12,ᚢᛁᚦᛄᚾᚠᚱᚦ ᛋᛟᚷᛠᛗᚪ ᛝᛚᚪᛁᛒᛠᚢᛋ ᚩ ᛖᛋᛝ ᚠᛡᚢᛟᛞᛇᚪ ᛞᛡᛒᚹᚩ ᛄᛋ ᛟᛝᛏᚳ ᚻᚾᛇᛋ ᛗᛚᚻᛞᛖᛈ ᚫᛄᚱᚪᚢᚻᚱᚦᚱ ᛟᛄ ᛟᛗᚩᛟᛏ ᚫᛇ ᛉᛒᚳ ᛄᛁ ᚪᚩᛉ ᚹᚪᚾᛈᛏᚢᚣ ᛁᛒᚢ,
0.12.0.20,0.12,ᚦᚩᛡ ᛗᚳᚠᛉᚱᛁ ᚪᛗᛏᛒ ᛗᛚᛁᚦᛏᛠᛋᚾᚷᛚ ᛏ ᛇᛈ ᚩᛚᛞ ᛚᚹᚳᛄᚹᛉ ᚪᛡᚹᛇ ᛖᛖᚹ ᛏᚪ ᚣᚠᛉᚳ ᛗᚩᚷᛞᚷ ᛚᚳ ᛒᚣᛋᚣᚠᛞᚣᛝ ᛠᛇᛏᚩᚢᚫ ᛟᛁᛒ ᛏᚾᚫᚠ,
0.12.0.21,0.12,ᛄᛟᛗᚾᛈ ᛠᛡᚩᛏᛡᚪᚱᛞ ᚪᛝᛈᚹᛗᛄᛟᛠᚩ ᛚᚹᛉ ᚱᛗ ᚩᛏᚹᛄᚹᚾ ᚷᚳᛠ ᛄᚳᚢᚱ ᛟᛇᛟᚾᚻᚫᛉ ᚣᛚᚩ ᚩᛡᚳᚻᛄ ᛋᚣᚹᛁ ᚣᚠᛋᚾᚪ ᚷᛖᚾᛄᚪᚹᛠ ᛞᚠᛟ ᚢᛁ ᛖᛇᚦ ᚫᛞ ᚳᛄ ᚷᚢᚻᚣᚻᛁᛒᛉᚾ ᚹᛝᚻᛏᛉᚫᛁᛄᚢ ᛞᚠᛡᚫ ᛋᛁᚹᛝᛈ ᛗᛉᛄᛈ ᛞᛗᛝ ᛇᛚᛞᚣ ᚠᚩᛞ ᛝᚷᚾᛇ ᚷᛖ ᛚᛉᚣ ᚫᛚᛖᛉ,
0.12.0.22,0.12,ᛡᛝᛋ ᚳᛁᚦ ᚷᛏᚣ ᚹᚩ ᛝᛖ ᛒᚪᛗᛏᚪᚷᛒ,
0.12.0.23,0.12,"ᛈᛡᛟ ᚪᛉᛝᛒᛞᛉᛄᚦᚢ ᛏᛇᛖ ᚣᚪᚳ ᛠᚦᚹ ᛏᛉᚩᚳᛞᛒ ᛟᚩᛠᚾᚠᚪ, ᛚᛗᛖᛁᚦᚫᚪᛡᛄᛁᚪᚱ ᚦᚱᛖᛖᚣᛋᚾ ᛖᛏᚢᚻᛈᚳᚦᛋ ᚳᛇᛉᛖᛇᚠ ᛞᛠᛏᛈ ᚣᛇᛠᚢᛏ ᛉᚦᚷᚻ ᚫᚾᛠᚱ ᛡᛒᛏᛁᛉ ᚩᚢᛝ ᛚᛒᛇᚩ ᛟᛉ ᚦᛞᚷᚠ ᚩᚱᛈᚪᛏ ᚫᛋᚪᚦ ᛖᛟᚪᛝᚫ ᚣᛒᛚ ᛡᚦᚾᚠᛈᛟᛡᚾ ᛖᚹ ᛖᛗᚩ ᛉᚹᚦᛠ ᛁᚦᛒᛖᚱ ᛟᚳᛉ ᛈᛖ ᛁᚢᚦ ᛈᚠᛞᛈᛄ ᛁᛟᚻ ᛒᚦᛏᚩᚳᚢᛚ ᛞᛄᛝ ᚦᛄᛁᚪ ᚹᚣ ᚢᛝᚾ ᛋᚾᛈᚠᚫᛒᛄᚫ ᛡᛗᚹ ᛇᚪᚩᚾᛄᚳᛚᛒᛉ ᚣᛠᚦᚹ ᛝᛚᛗᚳᛡᛇᚠᚫᛠᛁᚦ ᛒᛠᛚᚦᚳᛞᛁᛇ ᚠᚢᛉᛋᛉᛁᚦᚫᛋᛗ ᚦᚹ",
